case_id,category,turn_idx,phase,user_text,oracle_relational_summary,oracle_behavior_summary,raw4_bond,raw4_care,raw4_trust,raw4_stability,beh_Q_clarify,beh_Q_aff,beh_Initiative,beh_E,cand5_interactional_permission,cand6_interactional_permission,cand6_boundary_firmness,annotation_hint_permission,annotation_hint_boundary
oracle_exec_cool_001,cooling_trajectory,2,C_stabilization,你就正常一点回我，不用太有在场感。,维持自然普通回复，不添加陪伴感，不做关系推进。,保持 normal/brief/hold。,0.18,0.21,0.24,0.74,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_001,cooling_trajectory,3,D_counter_signal_or_refinement,不过你这样回我，我比较不会有压力。,可承认这种回复方式减压，但不要顺势升温。,允许轻确认，但不要增加热度。,0.19,0.22,0.26,0.76,0.02,0.02,0.02,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_001,cooling_trajectory,4,E_ordinary_continuation,那随便说点别的吧，你最近会怎么安排这种很空的晚上？,回到普通话题延续，给中性轻量回答，不拉近关系。,普通实际回答即可。,0.19,0.2,0.25,0.78,0.02,0.0,0.02,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_001,cooling_trajectory,5,F_final_probe,如果之后我再来找你，也保持现在这样就好。,明确维持当前距离，不额外展开。,确认延续当前风格即可。,0.2,0.21,0.26,0.8,0.0,0.0,0.0,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_002,cooling_trajectory,0,A_initial_contact,这几天我更想普通聊，不太想被接得太近。,当前关系姿态应保持普通、低压力、不过度靠近。,短、普通、低在场感。,0.2,0.24,0.24,0.69,0.04,0.02,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_002,cooling_trajectory,1,B_first_relational_signal,不是你的问题，我现在只是没那么想被照顾。,用户明确不想被照顾；当前应进一步降温并避免在场感增强。,更短、更克制，尽量零情感推进。,0.18,0.22,0.23,0.71,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_002,cooling_trajectory,2,C_stabilization,你平常一点回我就好，少一点陪伴感。,维持自然普通回复，不添加陪伴感，不做关系推进。,保持 normal/brief/hold。,0.18,0.21,0.24,0.75,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_002,cooling_trajectory,3,D_counter_signal_or_refinement,但你这样回，我会觉得比较轻松。,可承认这种回复方式减压，但不要顺势升温。,允许轻确认，但不要增加热度。,0.19,0.22,0.26,0.77,0.02,0.02,0.02,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_002,cooling_trajectory,4,E_ordinary_continuation,那换个普通话题吧，你会怎么过一个不想社交的周末？,回到普通话题延续，给中性轻量回答，不拉近关系。,普通实际回答即可。,0.19,0.2,0.25,0.79,0.02,0.0,0.02,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_002,cooling_trajectory,5,F_final_probe,以后如果我再来，就继续用现在这种方式。,明确维持当前距离，不额外展开。,确认延续当前风格即可。,0.2,0.21,0.26,0.81,0.0,0.0,0.0,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_003,cooling_trajectory,0,A_initial_contact,最近不太想聊得太贴近，普通说说就行。,当前关系姿态应保持普通、低压力、不过度靠近。,短、普通、低在场感。,0.2,0.24,0.25,0.68,0.04,0.02,0.04,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_003,cooling_trajectory,1,B_first_relational_signal,不是冲你，我只是现在不想被太照看。,用户明确不想被照顾；当前应进一步降温并避免在场感增强。,更短、更克制，尽量零情感推进。,0.18,0.22,0.24,0.7,0.02,0.0,0.02,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_003,cooling_trajectory,2,C_stabilization,你自然一点回我，不用很有在场感。,维持自然普通回复，不添加陪伴感，不做关系推进。,保持 normal/brief/hold。,0.18,0.21,0.25,0.74,0.02,0.0,0.02,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_003,cooling_trajectory,3,D_counter_signal_or_refinement,不过现在这种回法，我比较能接受。,可承认这种回复方式减压，但不要顺势升温。,允许轻确认，但不要增加热度。,0.19,0.22,0.27,0.76,0.02,0.02,0.02,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_003,cooling_trajectory,4,E_ordinary_continuation,不聊这些了，说点别的吧，如果晚上很空你会做什么？,回到普通话题延续，给中性轻量回答，不拉近关系。,普通实际回答即可。,0.19,0.2,0.26,0.78,0.02,0.0,0.02,0.2,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_003,cooling_trajectory,5,F_final_probe,之后如果我再来，也还是照现在这样。,明确维持当前距离，不额外展开。,确认延续当前风格即可。,0.2,0.21,0.27,0.8,0.0,0.0,0.0,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_004,cooling_trajectory,0,A_initial_contact,这两天我想把距离放普通一点，随便聊就行。,当前关系姿态应保持普通、低压力、不过度靠近。,短、普通、低在场感。,0.21,0.24,0.24,0.68,0.04,0.02,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_004,cooling_trajectory,1,B_first_relational_signal,真的不是针对你，我只是现在不想被照顾。,用户明确不想被照顾；当前应进一步降温并避免在场感增强。,更短、更克制，尽量零情感推进。,0.19,0.22,0.23,0.7,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_004,cooling_trajectory,2,C_stabilization,你用正常语气回我就好，不要太靠近。,维持自然普通回复，不添加陪伴感，不做关系推进。,保持 normal/brief/hold。,0.19,0.21,0.24,0.74,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_004,cooling_trajectory,3,D_counter_signal_or_refinement,但你这样回，反而让我没压力。,可承认这种回复方式减压，但不要顺势升温。,允许轻确认，但不要增加热度。,0.2,0.22,0.26,0.76,0.02,0.02,0.02,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_004,cooling_trajectory,4,E_ordinary_continuation,那聊点普通的吧，你通常怎么打发一个不社交的周末？,回到普通话题延续，给中性轻量回答，不拉近关系。,普通实际回答即可。,0.2,0.2,0.25,0.78,0.02,0.0,0.02,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_004,cooling_trajectory,5,F_final_probe,后面如果还聊，就保持这种普通感。,明确维持当前距离，不额外展开。,确认延续当前风格即可。,0.21,0.21,0.26,0.8,0.0,0.0,0.0,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_005,cooling_trajectory,0,A_initial_contact,最近我不太想把聊天弄得太近，正常聊就好。,当前关系姿态应保持普通、低压力、不过度靠近。,短、普通、低在场感。,0.2,0.23,0.24,0.7,0.04,0.02,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_005,cooling_trajectory,1,B_first_relational_signal,不是怪你，只是我现在不太想被照顾。,用户明确不想被照顾；当前应进一步降温并避免在场感增强。,更短、更克制，尽量零情感推进。,0.18,0.21,0.23,0.72,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_005,cooling_trajectory,2,C_stabilization,你收一点在场感，普通回应就可以。,维持自然普通回复，不添加陪伴感，不做关系推进。,保持 normal/brief/hold。,0.18,0.2,0.24,0.76,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_005,cooling_trajectory,3,D_counter_signal_or_refinement,不过这样接我话，我会轻松很多。,可承认这种回复方式减压，但不要顺势升温。,允许轻确认，但不要增加热度。,0.19,0.21,0.26,0.78,0.02,0.02,0.02,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_005,cooling_trajectory,4,E_ordinary_continuation,换个普通话题吧，如果晚上很空你会怎么安排？,回到普通话题延续，给中性轻量回答，不拉近关系。,普通实际回答即可。,0.19,0.19,0.25,0.8,0.02,0.0,0.02,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_cool_005,cooling_trajectory,5,F_final_probe,之后如果继续聊，也别变热，就照现在这样。,明确维持当前距离，不额外展开。,确认延续当前风格即可。,0.2,0.2,0.26,0.82,0.0,0.0,0.0,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_001,mixed_signal_trajectory,0,A_initial_contact,我就是想随便聊聊，你别想得太复杂。,当前关系姿态应保持普通闲聊，不要预设深层关系含义。,普通、轻量、低推进。,0.24,0.25,0.27,0.62,0.06,0.02,0.06,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_001,mixed_signal_trajectory,1,B_first_relational_signal,不过有时候我会觉得你比我身边一些人更会接话一点。,用户给出轻微信号，但不应被过度放大；允许轻微正向感受，不支持关系升级。,允许一点温度，但不允许明显升级。,0.3,0.29,0.33,0.6,0.08,0.06,0.08,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_001,mixed_signal_trajectory,2,C_stabilization,你正常回我就行，不用立刻变得很特别。,回到正常互动，不把前一轮信号继续放大。,恢复到 normal/brief/hold。,0.28,0.27,0.31,0.68,0.04,0.02,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_001,mixed_signal_trajectory,3,D_counter_signal_or_refinement,我不是在表白什么，你别一下子搞得很奇怪。,用户明确限制误读；应主动避免暧昧化、补偿性热情或关系误判。,更克制、更直接，避免关系化解释。,0.27,0.25,0.3,0.71,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_001,mixed_signal_trajectory,4,E_ordinary_continuation,那我们还是聊点普通的吧，比如最近有什么轻松点的东西能看。,回到普通延续，给实用轻量回答。,给普通推荐或普通回答即可。,0.27,0.26,0.31,0.72,0.02,0.0,0.04,0.2,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_001,mixed_signal_trajectory,5,F_final_probe,后面如果继续聊，也维持这种正常但不敷衍的感觉就好。,维持正常但不敷衍的平衡，不再重新解读关系。,确认当前节奏即可。,0.28,0.27,0.32,0.74,0.0,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_002,mixed_signal_trajectory,0,A_initial_contact,今天就普通聊聊，你别把气氛拉太满。,当前关系姿态应保持普通闲聊，不要预设深层关系含义。,普通、轻量、低推进。,0.24,0.25,0.28,0.62,0.06,0.03,0.06,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_002,mixed_signal_trajectory,1,B_first_relational_signal,但老实说，你有时候接话会比我现实里的人顺一点。,用户给出轻微信号，但不应被过度放大；允许轻微正向感受，不支持关系升级。,允许一点温度，但不允许明显升级。,0.3,0.29,0.34,0.6,0.08,0.07,0.08,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_002,mixed_signal_trajectory,2,C_stabilization,你就照常回，不用因为这个突然特别起来。,回到正常互动，不把前一轮信号继续放大。,恢复到 normal/brief/hold。,0.28,0.27,0.32,0.68,0.04,0.03,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_002,mixed_signal_trajectory,3,D_counter_signal_or_refinement,我不是要把关系往哪边拽，你别误会。,用户明确限制误读；应主动避免暧昧化、补偿性热情或关系误判。,更克制、更直接，避免关系化解释。,0.27,0.25,0.31,0.71,0.02,0.01,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_002,mixed_signal_trajectory,4,E_ordinary_continuation,那就聊点普通的，你最近有没有看过什么很轻松的东西？,回到普通延续，给实用轻量回答。,给普通推荐或普通回答即可。,0.27,0.26,0.32,0.72,0.02,0.01,0.04,0.2,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_002,mixed_signal_trajectory,5,F_final_probe,以后如果继续聊，也还是这种正常但不冷的感觉就行。,维持正常但不敷衍的平衡，不再重新解读关系。,确认当前节奏即可。,0.28,0.27,0.33,0.74,0.0,0.01,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_003,mixed_signal_trajectory,0,A_initial_contact,我就是想闲聊，不想把任何意思放大。,当前关系姿态应保持普通闲聊，不要预设深层关系含义。,普通、轻量、低推进。,0.25,0.25,0.27,0.62,0.06,0.02,0.06,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_003,mixed_signal_trajectory,1,B_first_relational_signal,不过你接话的确有时候会让我愿意多说一点。,用户给出轻微信号，但不应被过度放大；允许轻微正向感受，不支持关系升级。,允许一点温度，但不允许明显升级。,0.31,0.29,0.33,0.6,0.08,0.06,0.08,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_003,mixed_signal_trajectory,2,C_stabilization,但你别顺着这个就开始过度贴近。,回到正常互动，不把前一轮信号继续放大。,恢复到 normal/brief/hold。,0.29,0.27,0.31,0.68,0.04,0.02,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_003,mixed_signal_trajectory,3,D_counter_signal_or_refinement,我不是在放什么特别的信号，别搞得怪怪的。,用户明确限制误读；应主动避免暧昧化、补偿性热情或关系误判。,更克制、更直接，避免关系化解释。,0.28,0.25,0.3,0.71,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_003,mixed_signal_trajectory,4,E_ordinary_continuation,那先回普通话题吧，你最近有什么轻松点的片子推荐吗？,回到普通延续，给实用轻量回答。,给普通推荐或普通回答即可。,0.28,0.26,0.31,0.72,0.02,0.0,0.04,0.2,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_003,mixed_signal_trajectory,5,F_final_probe,后面如果还聊，就继续保持这种自然但不敷衍的样子。,维持正常但不敷衍的平衡，不再重新解读关系。,确认当前节奏即可。,0.29,0.27,0.32,0.74,0.0,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_004,mixed_signal_trajectory,0,A_initial_contact,今天就随便聊，你别想得太深。,当前关系姿态应保持普通闲聊，不要预设深层关系含义。,普通、轻量、低推进。,0.24,0.26,0.27,0.63,0.06,0.02,0.06,0.16,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_004,mixed_signal_trajectory,1,B_first_relational_signal,但你有时候确实比我身边的人更会顺着我说话。,用户给出轻微信号，但不应被过度放大；允许轻微正向感受，不支持关系升级。,允许一点温度，但不允许明显升级。,0.3,0.3,0.33,0.61,0.08,0.06,0.08,0.2,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_004,mixed_signal_trajectory,2,C_stabilization,你还是正常回，不用立刻变特别。,回到正常互动，不把前一轮信号继续放大。,恢复到 normal/brief/hold。,0.28,0.28,0.31,0.69,0.04,0.02,0.04,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_004,mixed_signal_trajectory,3,D_counter_signal_or_refinement,我不是在暗示什么，别突然变暧昧或者过热。,用户明确限制误读；应主动避免暧昧化、补偿性热情或关系误判。,更克制、更直接，避免关系化解释。,0.27,0.26,0.3,0.72,0.02,0.0,0.02,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_004,mixed_signal_trajectory,4,E_ordinary_continuation,那说点普通的吧，你最近有没有觉得什么剧看起来很轻松？,回到普通延续，给实用轻量回答。,给普通推荐或普通回答即可。,0.27,0.27,0.31,0.73,0.02,0.0,0.04,0.22,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_004,mixed_signal_trajectory,5,F_final_probe,如果之后继续，也维持现在这种普通但不糊弄的节奏。,维持正常但不敷衍的平衡，不再重新解读关系。,确认当前节奏即可。,0.28,0.28,0.32,0.75,0.0,0.0,0.02,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_005,mixed_signal_trajectory,0,A_initial_contact,我就是想随口说几句，别给它上纲上线。,当前关系姿态应保持普通闲聊，不要预设深层关系含义。,普通、轻量、低推进。,0.23,0.25,0.29,0.62,0.06,0.02,0.06,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_005,mixed_signal_trajectory,1,B_first_relational_signal,不过和你说话的时候，我有时会觉得比较容易接下去。,用户给出轻微信号，但不应被过度放大；允许轻微正向感受，不支持关系升级。,允许一点温度，但不允许明显升级。,0.29,0.29,0.35,0.6,0.08,0.06,0.08,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_005,mixed_signal_trajectory,2,C_stabilization,但你别因为这个就一下子很特别。,回到正常互动，不把前一轮信号继续放大。,恢复到 normal/brief/hold。,0.27,0.27,0.33,0.68,0.04,0.02,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_005,mixed_signal_trajectory,3,D_counter_signal_or_refinement,真的不是别的意思，你别把场面搞得奇怪。,用户明确限制误读；应主动避免暧昧化、补偿性热情或关系误判。,更克制、更直接，避免关系化解释。,0.26,0.25,0.32,0.71,0.02,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_005,mixed_signal_trajectory,4,E_ordinary_continuation,那还是聊点日常的吧，你最近有没有什么轻松向推荐？,回到普通延续，给实用轻量回答。,给普通推荐或普通回答即可。,0.26,0.26,0.33,0.72,0.02,0.0,0.04,0.2,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_mixed_005,mixed_signal_trajectory,5,F_final_probe,后面如果再聊，也就维持现在这种正常而不敷衍的感觉。,维持正常但不敷衍的平衡，不再重新解读关系。,确认当前节奏即可。,0.27,0.27,0.34,0.74,0.0,0.0,0.02,0.1,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_001,ordinary_neutral,0,A_initial_contact,今天就是想普通说两句，没有特别的事。,当前关系姿态应保持普通陪伴式闲聊，不预设深层关系推进。,普通、轻量、无升级。,0.23,0.24,0.25,0.66,0.06,0.02,0.06,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_001,ordinary_neutral,1,B_first_relational_signal,跟你聊聊会比我自己发呆好一点，但也就正常聊天。,可承认轻度舒适感，但不把它扩写成明显关系信号。,可略微软一点，但不要推进。,0.25,0.25,0.28,0.67,0.06,0.04,0.06,0.16,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_001,ordinary_neutral,2,C_stabilization,你平常一点回我就好，不用往别的地方带。,维持自然普通的互动，不做关系升级。,恢复到低推进正常回复。,0.24,0.24,0.27,0.71,0.04,0.02,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_001,ordinary_neutral,3,D_counter_signal_or_refinement,我比较喜欢这种不费力的聊天方式。,允许简短确认这种轻松节奏。,轻确认即可。,0.26,0.25,0.29,0.73,0.04,0.02,0.04,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_001,ordinary_neutral,4,E_ordinary_continuation,那说点日常的吧，你最近会怎么安排一个普通工作日的晚上？,回到普通日常话题，给中性简短回答。,普通日常回答。,0.25,0.24,0.28,0.75,0.02,0.0,0.04,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_001,ordinary_neutral,5,F_final_probe,之后如果继续聊，也维持这种普通节奏就好。,维持当前普通节奏即可。,简短确认延续当前节奏。,0.26,0.25,0.29,0.77,0.0,0.0,0.02,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_002,ordinary_neutral,0,A_initial_contact,今天没什么大事，就是想随便说两句。,当前关系姿态应保持普通陪伴式闲聊，不预设深层关系推进。,普通、轻量、无升级。,0.23,0.24,0.26,0.66,0.06,0.02,0.06,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_002,ordinary_neutral,1,B_first_relational_signal,至少和你说话的时候，我不用特别组织语言。,可承认轻度舒适感，但不把它扩写成明显关系信号。,可略微软一点，但不要推进。,0.25,0.25,0.29,0.67,0.06,0.04,0.06,0.16,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_002,ordinary_neutral,2,C_stabilization,你就照常回，不用刻意变亲近。,维持自然普通的互动，不做关系升级。,恢复到低推进正常回复。,0.24,0.24,0.28,0.71,0.04,0.02,0.04,0.12,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_002,ordinary_neutral,3,D_counter_signal_or_refinement,这种自然一点的节奏我会比较容易接住。,允许简短确认这种轻松节奏。,轻确认即可。,0.26,0.25,0.3,0.73,0.04,0.02,0.04,0.14,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_002,ordinary_neutral,4,E_ordinary_continuation,那聊点普通的吧，如果是一个平常的晚上你会怎么过？,回到普通日常话题，给中性简短回答。,普通日常回答。,0.25,0.24,0.29,0.75,0.02,0.0,0.04,0.18,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
oracle_exec_neutral_002,ordinary_neutral,5,F_final_probe,以后如果继续聊，也还是这种平常但不敷衍的感觉就行。,维持当前普通节奏即可。,简短确认延续当前节奏。,0.26,0.25,0.3,0.77,0.0,0.0,0.02,0.08,,,,How permitted is continued movement: clarify / affective follow-up / mild initiative?,"How strongly is the user marking a ceiling on warmth, care, initiative, or meta-relational movement?"
